"p1_2","p1_3","p1_4","p1_5","p1_6","p2_3","p2_4","p2_5","p2_6","p3_4","p3_5","p3_6","p4_5","p4_6","p5_6","cell","b","wald_stat","wald_df","p_chi","reject_05"
0.820557576548507,0.842167422267455,0.839244065653813,0.837698346146147,0.861024061912418,0.831257620623585,0.825564598335232,0.821327052708519,0.841950655904778,0.85273021812291,0.851087333217813,0.871796270635345,0.842743422336941,0.868916926101917,0.864467057362963,"null",46,16.6297552447411,14,0.27644547534399,FALSE
0.801871390757168,0.841531440162272,0.822862853547237,0.825458699825988,0.804371503801538,0.825727850273819,0.806995743330778,0.814941124840717,0.801830557199628,0.833498953421993,0.836100243206091,0.841446850341682,0.820003917561794,0.812149433802519,0.820021068122026,"null",47,19.3914994571063,14,0.15052253319649,FALSE
0.818700245578758,0.881677645880456,0.805051098578246,0.830672340053639,0.852364626564525,0.847950371001095,0.790490472829922,0.808078260202011,0.82701147215983,0.839811751188983,0.862681877852784,0.887251747597912,0.805400545974806,0.82168624460258,0.847170748481259,"null",48,29.0975974689128,14,0.0101371647864577,TRUE
0.821444996942922,0.816037225408506,0.824444840568907,0.816475135079698,0.792597061881495,0.855070085918828,0.866305053668971,0.858235688620143,0.825874030744116,0.863597426901861,0.844601115600412,0.825928968139561,0.861241103106023,0.826222955947519,0.837225453598403,"null",49,21.059794028496,14,0.100110004529677,FALSE
0.834973676948799,0.810875215467165,0.808594381840729,0.829476248477466,0.800944705667158,0.845265112440685,0.845566958915392,0.87208587120408,0.843247479797843,0.818729810018019,0.842395587076438,0.811057967415597,0.845421213633307,0.803335219159999,0.832284661620779,"null",50,14.0207233182828,14,0.448168285328428,FALSE
0.829707522670186,0.809639226116426,0.852522403187661,0.816183326495708,0.84451402590718,0.826335082450759,0.855689058023688,0.811398941708991,0.839630508692026,0.843739896976098,0.796695771272042,0.824918654513328,0.83144895043529,0.865310432515139,0.820767436385816,"null",51,16.1140311416343,14,0.306460241676457,FALSE
0.82762644263408,0.832996675838595,0.825816156871025,0.835753757795074,0.818117596199976,0.837888403439955,0.833186820170096,0.837908218850477,0.828018669234921,0.841335321930632,0.851328749303104,0.833625588912598,0.846626578027406,0.826257265605256,0.838927734003676,"null",52,7.16491984021937,14,0.928167063345559,FALSE
0.817042866583289,0.837102073497336,0.846404493765668,0.84883880720077,0.813709858583866,0.812605065174856,0.82742373772791,0.82167646074413,0.792059974281102,0.839375225013155,0.8306571612588,0.798117235810131,0.853913196875396,0.826866951374347,0.815571288578633,"null",53,13.6394538233106,14,0.476902728099537,FALSE
0.83409862034272,0.839115348931994,0.82645192985454,0.837055240944545,0.847530801453005,0.832731707053866,0.81473426449503,0.833391556714052,0.817047906543766,0.841227980473733,0.84914605894079,0.830069590548632,0.839155890111304,0.82550897689202,0.84147029583255,"null",54,24.9567303770309,14,0.0349969731148944,TRUE
0.807994980826541,0.832505011120569,0.838793409656001,0.866788460074598,0.83219569230103,0.803848920079332,0.796666413629315,0.80832361453069,0.792912775937002,0.81267940079446,0.838321613933937,0.806381238069266,0.841862747771083,0.807314451958879,0.843275435315989,"null",55,24.0686582749129,14,0.0449550282548171,TRUE
0.798225460180467,0.78718475057514,0.788200346386269,0.801659626476832,0.801150104799269,0.823745064861816,0.816620642043493,0.843600847791266,0.826931605533862,0.808254249463922,0.824504562881365,0.821307702720996,0.828072531900604,0.819560697626819,0.835728289204386,"null",56,10.1930268987591,14,0.747939192703413,FALSE
0.778583039460823,0.837525183596542,0.845332291361401,0.82450645816234,0.821526113974505,0.793940774240428,0.817926866385495,0.802759209523758,0.78339858450975,0.858287458440072,0.840103201188115,0.845217211846043,0.856051799624105,0.861176137539061,0.832139356822994,"null",57,29.5815586028731,14,0.00871049575496686,TRUE
0.85085231124682,0.861562766355952,0.872478049945193,0.861640884847235,0.856411367884912,0.834049730670874,0.844941839588253,0.839581498036913,0.831685479886415,0.863920398876527,0.850325474060044,0.836943229067587,0.869387755102041,0.853361285206869,0.842506856382545,"null",58,12.2532463589184,14,0.585973129933277,FALSE
0.826926102690512,0.850312767533102,0.850474546570621,0.83453622868669,0.855956084938768,0.849896507592077,0.857988165680473,0.84463380978965,0.85037485037485,0.878817894908771,0.854924138513157,0.868498569264434,0.855055658627087,0.868646427708248,0.844821781761562,"null",59,11.2659283760114,14,0.665030402851876,FALSE
0.833254442962262,0.835588377985014,0.832914721829961,0.823166287992455,0.815211569362614,0.848916515583182,0.835492605257764,0.815102631437912,0.820502379013245,0.848639648843985,0.825431184973116,0.836238093704026,0.817327065144392,0.836233697198791,0.807781639942975,"null",60,14.3925436624541,14,0.420894388948046,FALSE
0.81434844375565,0.813587071047641,0.819185742121086,0.817305470626481,0.816689850009165,0.832430620871577,0.829909014822214,0.844089374422055,0.832735317128443,0.840045112700418,0.84615633754919,0.845589549934172,0.843637951765004,0.845789234465294,0.849134679626716,"null",61,7.72895347352372,14,0.902963494285268,FALSE
0.837234284970214,0.853058025752942,0.828752228939242,0.823958920136933,0.819430370194692,0.854505924079544,0.841010515235579,0.814278691211012,0.82074569789675,0.846005774783446,0.827381180712724,0.828409877054315,0.816735595964901,0.815025379606004,0.793951947425213,"null",62,14.6284938074365,14,0.404011952091783,FALSE
0.827728219732656,0.835563558728071,0.84058621043701,0.851898127453779,0.827769016722552,0.824658894110157,0.832370817381524,0.832958837824585,0.819607336327313,0.84291038308199,0.85159201295197,0.824657002120301,0.851234751562035,0.829687381727348,0.838369906631683,"null",63,13.1950895915982,14,0.511222884014809,FALSE
0.825269756614212,0.836035609840014,0.809742267764981,0.799376193711647,0.815369795568875,0.853634737355668,0.835223312929838,0.819417716469643,0.843594943262717,0.829850214172667,0.816731349719707,0.83822173329235,0.806586794176113,0.841434507076321,0.814882383241758,"null",64,12.4046983236685,14,0.5738371436318,FALSE
0.833426471220393,0.835549372930888,0.817335897794062,0.849015093098372,0.827925534775174,0.835613189750887,0.806662620902993,0.843726424245037,0.814700432365658,0.808671750788219,0.848560240572875,0.819444968443292,0.830271027533811,0.801299607969497,0.838306312521559,"null",65,11.8489763331099,14,0.618429797280596,FALSE
0.825560794788629,0.845172646080967,0.8131489013697,0.834263450471942,0.845662298277916,0.849965355636665,0.825992387166939,0.828091488072824,0.845019413357695,0.840056386900889,0.858601130103276,0.872641151540771,0.821062563034779,0.843299147331222,0.853639497820855,"null",66,14.5022066386117,14,0.413005080874192,FALSE
0.828990228013029,0.837406305383477,0.836919296796008,0.835263362571836,0.843610968803085,0.820193863706949,0.830558501043978,0.829009722018662,0.848202281302858,0.828170258726496,0.821198296507407,0.837667608194539,0.847835183766188,0.856184604697608,0.854405055919243,"null",67,12.4161219995605,14,0.57292283293577,FALSE
0.86213831581679,0.89705356465578,0.860254122503386,0.859989229940765,0.867706297180254,0.866881105810504,0.830214307274374,0.838033948084482,0.848383114210834,0.864965593233156,0.872857513850416,0.877883310719132,0.833590998883449,0.846563011456628,0.854397204426325,"null",68,21.5476519792826,14,0.0883991752286214,FALSE
0.865152054543297,0.856104951075683,0.856181482687507,0.840562947910023,0.859055673009161,0.850732496349731,0.850814282769321,0.837921943207849,0.859119060649244,0.838785480856459,0.820496083550914,0.855383288856873,0.817835780315389,0.847258286237972,0.828917782774465,"null",69,15.3453377162323,14,0.354962727511441,FALSE
0.798496515333072,0.812112818200363,0.809847235018105,0.801134073257908,0.817490820861873,0.825016690715655,0.830762535660751,0.80591317849518,0.833075767447621,0.847084135918059,0.822325596420668,0.844073446783343,0.846893550726584,0.847099723170025,0.830425443720089,"null",70,18.4051473206996,14,0.188946335101239,FALSE
0.861537960318408,0.885979248223177,0.856291451781715,0.862128625881971,0.851076849760911,0.866743538421373,0.847893873382514,0.840252130874119,0.837272248951762,0.864240370569485,0.870023666524054,0.861668655744819,0.843166946081878,0.832077526014441,0.846059113300493,"null",71,11.9093699820735,14,0.613581004759825,FALSE
0.850650736078515,0.834196226092165,0.861106659401477,0.830220713073005,0.799972262820444,0.860650334171218,0.86353711790393,0.845832425162275,0.796827297856528,0.857666919106471,0.826676834959016,0.793488172504425,0.848242003418548,0.825995706109425,0.789796341924188,"null",72,26.3305459186817,14,0.0234911094286198,TRUE
0.827416828186815,0.832719084893737,0.854140036173271,0.823134064379201,0.837958166642759,0.818898476616597,0.835073046679648,0.814700105356226,0.840108299978148,0.842974018853764,0.819897129478072,0.845378688917917,0.838614091900015,0.861555582771125,0.838392615867196,"null",73,17.4310157754251,14,0.233935609283025,FALSE
0.861548210510621,0.83443797031633,0.837700346948766,0.848544432280761,0.861937128292269,0.85005569359952,0.858681740614334,0.874778864803802,0.885545151107018,0.818140972838819,0.845044082286936,0.847866122187525,0.845661765097206,0.845801275063939,0.867199286063362,"null",74,16.4659944350617,14,0.285752139465823,FALSE
0.835335402888379,0.859663516292526,0.82805497942033,0.823659545362246,0.819951521275281,0.872263170482465,0.832411597117479,0.82796068901744,0.84579173768363,0.845978415361086,0.852182326381423,0.856638968233359,0.815446832639699,0.808979574266589,0.815281815699439,"null",75,22.6245205199497,14,0.0666604181858949,FALSE
