"b","kappa_id","kappa_lin","kappa_quad","se_id","se_lin","se_quad","cor_id_lin","cor_id_quad","cor_lin_quad","delta_id_quad","se_id_quad"
89,0.693901089086211,0.675078403471167,0.651191300543535,0.0136325251293903,0.0172068383457644,0.0241449404741107,0.864989763669158,0.670706929760205,0.945326077765007,0.0427097885426763,0.0180911246317064
90,0.70639821076027,0.68421149508505,0.659739365051508,0.0131909961628839,0.0167600140118547,0.0235086765596518,0.874279996195623,0.699217903291258,0.952358740106066,0.0466588457087616,0.0171172809465025
91,0.732615119624671,0.699176756207666,0.668914805798972,0.0142013295519082,0.0185252349556522,0.0251427184291298,0.884482439804804,0.716927228479141,0.953844858198676,0.0637003138256991,0.0179405110095268
92,0.69998596200359,0.682088843217806,0.66796889746044,0.0135133221078562,0.0162655516244713,0.0216167036588535,0.865570395640896,0.668748742947431,0.944037248833985,0.0320170645431496,0.0160994008305309
93,0.698957688457911,0.672304780536594,0.650155152960454,0.0138007628430851,0.0176203224743807,0.0238208284030923,0.873434463828525,0.689974181116107,0.947194551371792,0.0488025354974572,0.017442504513299
94,0.708596406022341,0.675503260391006,0.642839235573893,0.0137529410343372,0.0176901391949373,0.0252828426094471,0.866614675587331,0.653339346885217,0.937470534944848,0.0657571704484482,0.0193394873053513
95,0.700586034300549,0.666767974104512,0.637444900168503,0.0116453828077486,0.0153134450881103,0.0220107039333425,0.845572325239005,0.621352124879991,0.9316684365378,0.0631411341320451,0.0173652600337035
96,0.706734781767136,0.66958797803766,0.629313951150779,0.0149783713490838,0.017643566932901,0.0249138256994492,0.863688131507774,0.618559190109626,0.921606589873969,0.0774208306163575,0.0195805175645242
97,0.732472347529545,0.730536012171005,0.728067102565425,0.0131115213379662,0.0159626059311094,0.0218861049366708,0.868285074057891,0.676006571799646,0.945372969902671,0.00440524496412065,0.0162154158473129
98,0.729683406898945,0.695899251710953,0.663440720183942,0.0121746857523525,0.0152696419725065,0.0210150890574815,0.862162266765475,0.656794611876767,0.939032950432692,0.0662426867150029,0.0159302345501545
99,0.689313554674264,0.665798930556578,0.640357034605565,0.0139876113511475,0.0165372180213411,0.0219856978623917,0.882960701290318,0.682584239970323,0.937278459920937,0.0489565200686993,0.0160996109495817
100,0.714554452559519,0.681015521543174,0.65211814561667,0.0142193496401422,0.0184133704329449,0.0253593244756918,0.889193057780628,0.707250123489126,0.945665046744538,0.0624363069428485,0.0183091837918282
101,0.701146347503212,0.668200625842268,0.630416147646486,0.0142879515604157,0.0178010739994789,0.0249340886609156,0.892087356607731,0.703885541379161,0.941969004381144,0.0707301998567258,0.0180090522440889
102,0.710383985116365,0.667446028021287,0.61726737701042,0.0142738383245558,0.017206066757078,0.0244218898941878,0.865263526491177,0.618499903215589,0.921227251786727,0.0931166081059444,0.0192083399201298
103,0.694843660435009,0.663753197660864,0.632191427610608,0.0146517279228793,0.0178228624117142,0.0247804384749087,0.852826777309856,0.632890731538496,0.937658943839598,0.0626522328244015,0.0192137472891708
104,0.726722489310346,0.706130693200444,0.688396838243573,0.0124159630571012,0.0162039024902907,0.0235819104816869,0.841651538490499,0.638581143735412,0.944722317103659,0.0383256510667734,0.0183390178286408
105,0.676071692351748,0.635087029285345,0.59577239012174,0.0128011499187186,0.0156812451708566,0.0220674010225949,0.855435857161245,0.627361776726169,0.931657458595704,0.0802993022300076,0.0172161303272115
106,0.682106623475577,0.643776918956024,0.603933054797354,0.0134019631012183,0.017942816333785,0.0267542889629183,0.839868557183333,0.636652002879173,0.947079302884271,0.0781735686782227,0.0209487163538608
107,0.681404935055761,0.644301522570973,0.602561214260191,0.0150462968239917,0.0197119618688442,0.0280262058170878,0.88140296086662,0.708211131429137,0.950761843086217,0.0788437207955708,0.0203609255768354
108,0.700468069506977,0.671019189869505,0.642222637760679,0.0120315176332807,0.0157211494025828,0.0223852558905457,0.872205625348195,0.68677450768035,0.94705152145131,0.058245431746298,0.0166108718365642
109,0.722545242331996,0.687923847187576,0.650158238766309,0.0134949869971454,0.0178680949566694,0.026265229000234,0.854389820642363,0.643721173986653,0.939779953869797,0.0723870035656873,0.0203873581846411
110,0.694427143787334,0.6667046740284,0.634455300915754,0.0139873143536631,0.0168709317340585,0.0239043382993896,0.850272060196004,0.61779775109014,0.931688710407754,0.0599718428715803,0.018813073549898
111,0.69402708665475,0.658710897625144,0.622462191967264,0.0122201167703578,0.0169649535899994,0.025430607209278,0.848252261092298,0.651703101750985,0.945221935851982,0.0715648946874856,0.0197735687620556
112,0.731148596455098,0.718116015311241,0.707207489525702,0.0130315183149451,0.0158238307223129,0.0209454430212191,0.867393871627435,0.670455810810611,0.944463847122476,0.0239411069293961,0.0155733421705342
